2019-01-07,1546790400,,,
Q7100254,P101,911,0000,10.5
Q7100254,P101,922,0000,7
Q7100254,P101,923,0000,17
Q7100254,P101,936,0000,7.4
Q7100254,P201,911,0000,5.4
Q7100254,P201,922,0000,8
Q7100254,P201,923,0000,15
Q7100254,P201,936,0000,6.5
Q7100254,P301,911,0000,0
Q7100254,P301,922,0000,0
Q7100254,P301,923,0000,0
Q7100254,P301,936,0000,0
Q7100254,P501,911,0000,7.0
Q7100254,P501,922,0000,4
Q7100254,P501,923,0000,9
Q7100254,P501,936,0000,5.5
Q7504010,P101,911,0000,2.4
Q7504010,P101,922,0000,5
Q7504010,P101,923,0000,71
Q7504010,P101,924,0000,6
Q7504010,P101,926,0000,11
Q7504010,P101,936,0000,8.6
Q7504010,P201,911,0000,2.1
Q7504010,P201,922,0000,3
Q7504010,P201,923,0000,72
Q7504010,P201,924,0000,12
Q7504010,P201,926,0000,11
Q7504010,P201,936,0000,8.4
Q7600375,P001,911,0000,5.38
Q7600375,P001,922,0000,17.65
Q7600375,P001,923,0000,77.41
Q7600375,P001,936,0000,9.17
Q7600375,P001,948,0000,131421
Q7600375,P001,959,0000,79.56
Q7100254,P101,948,0000,164529
Q7100254,P101,959,0000,53
Q7100254,P201,948,0000,164475
Q7100254,P201,959,0000,72
Q7100254,P301,948,0000,0
Q7100254,P301,959,0000,0
Q7100254,P501,948,0000,366458
Q7100254,P501,959,0000,50
Q6907286,P001,911,0000,0
Q6907286,P001,922,0000,0
Q6907286,P001,923,0000,0
Q6907286,P001,924,0000,0
Q6907286,P001,936,0000,0
Q6907286,P001,937,0000,0
Q6907286,P001,948,0000,0
Q6907286,P001,959,0000,0
Q6907286,P002,911,0000,0
Q6907286,P002,922,0000,0
Q6907286,P002,923,0000,0
Q6907286,P002,924,0000,0
Q6907286,P002,936,0000,0
Q6907286,P002,937,0000,0
Q6907286,P002,948,0000,0
Q6907286,P002,959,0000,0
Q6907286,P003,911,0000,0
Q6907286,P003,922,0000,0
Q6907286,P003,923,0000,0
Q6907286,P003,924,0000,0
Q6907286,P003,936,0000,0
Q6907286,P003,937,0000,0
Q6907286,P003,948,0000,0
Q6907286,P003,959,0000,0
Q7504010,P101,948,0000,93992
Q7504010,P101,959,0000,139
Q7504010,P201,948,0000,93264
Q7504010,P201,959,0000,139
Q7100254,P101,911,0006,10.5
Q7100254,P201,911,0006,5.2
Q7100254,P301,911,0006,0
Q7100254,P501,911,0006,7.1
Q6907286,P001,911,0006,0
Q6907286,P002,911,0006,0
Q6907286,P003,911,0006,0
Q7504010,P101,911,0006,2.4
Q7504010,P201,911,0006,2.1
Q7600375,P001,911,0006,6.25
Q7100254,P101,911,0012,10.5
Q7100254,P201,911,0012,5.2
Q7100254,P301,911,0012,0
Q7100254,P501,911,0012,7.1
Q6907286,P001,911,0012,0
Q6907286,P002,911,0012,0
Q6907286,P003,911,0012,0
Q7504010,P101,911,0012,2.4
Q7504010,P201,911,0012,2.1
Q7600375,P001,911,0012,5.43
Q7100254,P101,922,0015,7
Q7100254,P101,923,0015,13
Q7100254,P101,936,0015,7.4
Q7100254,P201,922,0015,8
Q7100254,P201,923,0015,10
Q7100254,P201,936,0015,6.6
Q7100254,P301,922,0015,0
Q7100254,P301,923,0015,0
Q7100254,P301,936,0015,0
Q7100254,P501,922,0015,4
Q7100254,P501,923,0015,9
Q7100254,P501,936,0015,5.5
Q6907286,P001,922,0015,0
Q6907286,P001,923,0015,0
Q6907286,P001,924,0015,0
Q6907286,P001,936,0015,0
Q6907286,P001,937,0015,0
Q6907286,P002,922,0015,0
Q6907286,P002,923,0015,0
Q6907286,P002,924,0015,0
Q6907286,P002,936,0015,0
Q6907286,P002,937,0015,0
Q6907286,P003,922,0015,0
Q6907286,P003,923,0015,0
Q6907286,P003,924,0015,0
Q6907286,P003,936,0015,0
Q6907286,P003,937,0015,0
Q7504010,P101,922,0015,3
Q7504010,P101,923,0015,71
Q7504010,P101,924,0015,2
Q7504010,P101,926,0015,7
Q7504010,P101,936,0015,9.2
Q7504010,P201,922,0015,5
Q7504010,P201,923,0015,77
Q7504010,P201,924,0015,6
Q7504010,P201,926,0015,12
Q7504010,P201,936,0015,7.5
Q7600375,P001,922,0015,21.68
Q7600375,P001,923,0015,74.17
Q7600375,P001,936,0015,9.12
Q7100254,P101,911,0018,10.5
Q7100254,P201,911,0018,5.2
Q7100254,P301,911,0018,0
Q7100254,P501,911,0018,7.0
Q6907286,P001,911,0018,0
Q6907286,P002,911,0018,0
Q6907286,P003,911,0018,0
Q7504010,P101,911,0018,2.4
Q7504010,P201,911,0018,2.1
Q7600375,P001,911,0018,5.38
Q7100254,P101,911,0024,10.5
Q7100254,P201,911,0024,5.3
Q7100254,P301,911,0024,0
Q7100254,P501,911,0024,7.0
Q6907286,P001,911,0024,0
Q6907286,P002,911,0024,0
Q6907286,P003,911,0024,0
Q7504010,P101,911,0024,2.4
Q7504010,P201,911,0024,2.1
Q7600375,P001,911,0024,5.27
Q7100254,P101,911,0030,10.5
Q7100254,P201,911,0030,5.2
Q7100254,P301,911,0030,0
Q7100254,P501,911,0030,7.0
Q7504010,P101,911,0030,2.4
Q7504010,P201,911,0030,2.1
Q7600375,P001,911,0030,6.19
Q7600375,P001,922,0030,25.86
Q7600375,P001,923,0030,78.77
Q7600375,P001,936,0030,9.20
Q7100254,P101,922,0030,7
Q7100254,P101,923,0030,14
Q7100254,P101,936,0030,7.4
Q7100254,P201,922,0030,8
Q7100254,P201,923,0030,16
Q7100254,P201,936,0030,6.7
Q7100254,P301,922,0030,0
Q7100254,P301,923,0030,0
Q7100254,P301,936,0030,0
Q7100254,P501,922,0030,5
Q7100254,P501,923,0030,9
Q7100254,P501,936,0030,5.4
Q6907286,P001,911,0030,0
Q6907286,P001,922,0030,0
Q6907286,P001,923,0030,0
Q6907286,P001,924,0030,0
Q6907286,P001,936,0030,0
Q6907286,P001,937,0030,0
Q6907286,P002,911,0030,0
Q6907286,P002,922,0030,0
Q6907286,P002,923,0030,0
Q6907286,P002,924,0030,0
Q6907286,P002,936,0030,0
Q6907286,P002,937,0030,0
Q6907286,P003,911,0030,0
Q6907286,P003,922,0030,0
Q6907286,P003,923,0030,0
Q6907286,P003,924,0030,0
Q6907286,P003,936,0030,0
Q6907286,P003,937,0030,0
Q7504010,P101,922,0030,4
Q7504010,P101,923,0030,76
Q7504010,P101,924,0030,3
Q7504010,P101,926,0030,10
Q7504010,P101,936,0030,9.4
Q7504010,P201,922,0030,5
Q7504010,P201,923,0030,85
Q7504010,P201,924,0030,5
Q7504010,P201,926,0030,15
Q7504010,P201,936,0030,8.2
Q7100254,P101,911,0036,10.5
Q7100254,P201,911,0036,5.2
Q7100254,P301,911,0036,0
Q7100254,P501,911,0036,7.1
Q7600375,P001,911,0036,5.38
Q6907286,P001,911,0036,0
Q6907286,P002,911,0036,0
Q6907286,P003,911,0036,0
Q7504010,P101,911,0036,2.4
Q7504010,P201,911,0036,2.1
Q7100254,P101,911,0042,10.5
Q7100254,P201,911,0042,5.2
Q7100254,P301,911,0042,0
Q7100254,P501,911,0042,7.1
Q6907286,P001,911,0042,0
Q6907286,P002,911,0042,0
Q6907286,P003,911,0042,0
Q7504010,P101,911,0042,2.4
Q7504010,P201,911,0042,2.1
Q7600375,P001,911,0042,5.56
Q7100254,P101,922,0045,7
Q7100254,P101,923,0045,11
Q7100254,P101,936,0045,7.4
Q7100254,P201,922,0045,7
Q7100254,P201,923,0045,11
Q7100254,P201,936,0045,6.8
Q7100254,P301,922,0045,0
Q7100254,P301,923,0045,0
Q7100254,P301,936,0045,0
Q7100254,P501,922,0045,4
Q7100254,P501,923,0045,8
Q7100254,P501,936,0045,5.5
Q6907286,P001,922,0045,0
Q6907286,P001,923,0045,0
Q6907286,P001,924,0045,0
Q6907286,P001,936,0045,0
Q6907286,P001,937,0045,0
Q6907286,P002,922,0045,0
Q6907286,P002,923,0045,0
Q6907286,P002,924,0045,0
Q6907286,P002,936,0045,0
Q6907286,P002,937,0045,0
Q6907286,P003,922,0045,0
Q6907286,P003,923,0045,0
Q6907286,P003,924,0045,0
Q6907286,P003,936,0045,0
Q6907286,P003,937,0045,0
Q7504010,P101,922,0045,3
Q7504010,P101,923,0045,79
Q7504010,P101,924,0045,4
Q7504010,P101,926,0045,8
Q7504010,P101,936,0045,9.5
Q7504010,P201,922,0045,2
Q7504010,P201,923,0045,84
Q7504010,P201,924,0045,3
Q7504010,P201,926,0045,11
Q7504010,P201,936,0045,8.0
Q7600375,P001,922,0045,23.64
Q7600375,P001,923,0045,76.48
Q7600375,P001,936,0045,9.21
Q7100254,P101,911,0048,10.5
Q7100254,P201,911,0048,5.3
Q7100254,P301,911,0048,0
Q7100254,P501,911,0048,7.1
Q6907286,P001,911,0048,0
Q6907286,P002,911,0048,0
Q6907286,P003,911,0048,0
Q7504010,P101,911,0048,2.4
Q7504010,P201,911,0048,2.1
Q7600375,P001,911,0048,5.34
Q7100254,P101,911,0054,10.5
Q7100254,P201,911,0054,5.2
Q7100254,P301,911,0054,0
Q7100254,P501,911,0054,7.1
Q6907286,P001,911,0054,0
Q6907286,P002,911,0054,0
Q6907286,P003,911,0054,0
Q7504010,P101,911,0054,2.4
Q7504010,P201,911,0054,2.1
Q7600375,P001,911,0054,6.18
Q7100254,P101,911,0100,10.5
Q7100254,P101,922,0100,6
Q7100254,P101,923,0100,12
Q7100254,P101,936,0100,7.3
Q7100254,P201,911,0100,5.1
Q7100254,P201,922,0100,6
Q7100254,P201,923,0100,7
Q7100254,P201,936,0100,6.6
Q7100254,P301,911,0100,0
Q7100254,P301,922,0100,0
Q7100254,P301,923,0100,0
Q7100254,P301,936,0100,0
Q7100254,P501,911,0100,7.1
Q7100254,P501,922,0100,5
Q7100254,P501,923,0100,8
Q7100254,P501,936,0100,5.5
Q7504010,P101,911,0100,2.4
Q7504010,P101,922,0100,7
Q7504010,P101,923,0100,76
Q7504010,P101,924,0100,30
Q7504010,P101,926,0100,10
Q7504010,P101,936,0100,8.4
Q7504010,P201,911,0100,2.2
Q7504010,P201,922,0100,3
Q7504010,P201,923,0100,84
Q7504010,P201,924,0100,5
Q7504010,P201,926,0100,10
Q7504010,P201,936,0100,8.1
Q7600375,P001,911,0100,5.48
Q7600375,P001,922,0100,22.33
Q7600375,P001,923,0100,77.21
Q7600375,P001,936,0100,9.20
Q7600375,P001,948,0100,130763
Q7600375,P001,959,0100,79.34
Q7100254,P101,948,0100,167156
Q7100254,P101,959,0100,46
Q7100254,P201,948,0100,166206
Q7100254,P201,959,0100,67
Q7100254,P301,948,0100,0
Q7100254,P301,959,0100,0
Q7100254,P501,948,0100,363583
Q7100254,P501,959,0100,51
Q6907286,P001,911,0100,0
Q6907286,P001,922,0100,0
Q6907286,P001,923,0100,0
Q6907286,P001,924,0100,0
Q6907286,P001,936,0100,0
Q6907286,P001,937,0100,0
Q6907286,P001,948,0100,0
Q6907286,P001,959,0100,0
Q6907286,P002,911,0100,0
Q6907286,P002,922,0100,0
Q6907286,P002,923,0100,0
Q6907286,P002,924,0100,0
Q6907286,P002,936,0100,0
Q6907286,P002,937,0100,0
Q6907286,P002,948,0100,0
Q6907286,P002,959,0100,0
Q6907286,P003,911,0100,0
Q6907286,P003,922,0100,0
Q6907286,P003,923,0100,0
Q6907286,P003,924,0100,0
Q6907286,P003,936,0100,0
Q6907286,P003,937,0100,0
Q6907286,P003,948,0100,0
Q6907286,P003,959,0100,0
Q7504010,P101,948,0100,95951
Q7504010,P101,959,0100,139
Q7504010,P201,948,0100,95669
Q7504010,P201,959,0100,139
Q7100254,P101,911,0106,10.5
Q7100254,P201,911,0106,5.1
Q7100254,P301,911,0106,0
Q7100254,P501,911,0106,7.1
Q6907286,P001,911,0106,0
Q6907286,P002,911,0106,0
Q6907286,P003,911,0106,0
Q7504010,P101,911,0106,2.4
Q7504010,P201,911,0106,2.1
Q7600375,P001,911,0106,5.43
Q7100254,P101,911,0112,10.5
Q7100254,P201,911,0112,5.3
Q7100254,P301,911,0112,0
Q7100254,P501,911,0112,7.1
Q6907286,P001,911,0112,0
Q6907286,P002,911,0112,0
Q6907286,P003,911,0112,0
Q7504010,P101,911,0112,2.4
Q7504010,P201,911,0112,2.1
Q7600375,P001,911,0112,5.27
Q7100254,P101,922,0115,7
Q7100254,P101,923,0115,10
Q7100254,P101,936,0115,7.2
Q7100254,P201,922,0115,7
Q7100254,P201,923,0115,8
Q7100254,P201,936,0115,6.7
Q7100254,P301,922,0115,0
Q7100254,P301,923,0115,0
Q7100254,P301,936,0115,0
Q7100254,P501,922,0115,4
Q7100254,P501,923,0115,13
Q7100254,P501,936,0115,5.9
Q6907286,P001,922,0115,0
Q6907286,P001,923,0115,0
Q6907286,P001,924,0115,0
Q6907286,P001,936,0115,0
Q6907286,P001,937,0115,0
Q6907286,P002,922,0115,0
Q6907286,P002,923,0115,0
Q6907286,P002,924,0115,0
Q6907286,P002,936,0115,0
Q6907286,P002,937,0115,0
Q6907286,P003,922,0115,0
Q6907286,P003,923,0115,0
Q6907286,P003,924,0115,0
Q6907286,P003,936,0115,0
Q6907286,P003,937,0115,0
Q7504010,P101,922,0115,5
Q7504010,P101,923,0115,81
Q7504010,P101,924,0115,3
Q7504010,P101,926,0115,9
Q7504010,P101,936,0115,9.1
Q7504010,P201,922,0115,5
Q7504010,P201,923,0115,82
Q7504010,P201,924,0115,28
Q7504010,P201,926,0115,13
Q7504010,P201,936,0115,6.8
Q7600375,P001,922,0115,19.51
Q7600375,P001,923,0115,81.71
Q7600375,P001,936,0115,9.37
Q7100254,P101,911,0118,10.5
Q7100254,P201,911,0118,5.4
Q7100254,P301,911,0118,0
Q7100254,P501,911,0118,7.1
Q6907286,P001,911,0118,0
Q6907286,P002,911,0118,0
Q6907286,P003,911,0118,0
Q7504010,P101,911,0118,2.4
Q7504010,P201,911,0118,2.1
Q7600375,P001,911,0118,6.11
Q7100254,P101,911,0124,10.5
Q7100254,P201,911,0124,5.2
Q7100254,P301,911,0124,0
Q7100254,P501,911,0124,7.1
Q6907286,P001,911,0124,0
Q6907286,P002,911,0124,0
Q6907286,P003,911,0124,0
Q7504010,P101,911,0124,2.4
Q7504010,P201,911,0124,2.1
Q7600375,P001,911,0124,5.44
Q7100254,P101,911,0130,10.7
Q7100254,P201,911,0130,5.2
Q7100254,P301,911,0130,0
Q7100254,P501,911,0130,7.5
Q7504010,P101,911,0130,2.4
Q7504010,P201,911,0130,2.1
Q7600375,P001,911,0130,5.50
Q7600375,P001,922,0130,20.67
Q7600375,P001,923,0130,78.87
Q7600375,P001,936,0130,9.26
Q7100254,P101,922,0130,7
Q7100254,P101,923,0130,15
Q7100254,P101,936,0130,7.4
Q7100254,P201,922,0130,8
Q7100254,P201,923,0130,14
Q7100254,P201,936,0130,6.7
Q7100254,P301,922,0130,0
Q7100254,P301,923,0130,0
Q7100254,P301,936,0130,0
Q7100254,P501,922,0130,5
Q7100254,P501,923,0130,13
Q7100254,P501,936,0130,5.8
Q6907286,P001,911,0130,0
Q6907286,P001,922,0130,0
Q6907286,P001,923,0130,0
Q6907286,P001,924,0130,0
Q6907286,P001,936,0130,0
Q6907286,P001,937,0130,0
Q6907286,P002,911,0130,0
Q6907286,P002,922,0130,0
Q6907286,P002,923,0130,0
Q6907286,P002,924,0130,0
Q6907286,P002,936,0130,0
Q6907286,P002,937,0130,0
Q6907286,P003,911,0130,0
Q6907286,P003,922,0130,0
Q6907286,P003,923,0130,0
Q6907286,P003,924,0130,0
Q6907286,P003,936,0130,0
Q6907286,P003,937,0130,0
Q7504010,P101,922,0130,5
Q7504010,P101,923,0130,80
Q7504010,P101,924,0130,7
Q7504010,P101,926,0130,10
Q7504010,P101,936,0130,9.4
Q7504010,P201,922,0130,4
Q7504010,P201,923,0130,88
Q7504010,P201,924,0130,3
Q7504010,P201,926,0130,14
Q7504010,P201,936,0130,8.0
Q7100254,P101,911,0136,10.6
Q7100254,P201,911,0136,5.2
Q7100254,P301,911,0136,0
Q7100254,P501,911,0136,7.1
Q7600375,P001,911,0136,5.26
Q6907286,P001,911,0136,0
Q6907286,P002,911,0136,0
Q6907286,P003,911,0136,0
Q7504010,P101,911,0136,2.4
Q7504010,P201,911,0136,2.1
Q7100254,P101,911,0142,10.5
Q7100254,P201,911,0142,5.4
Q7100254,P301,911,0142,0
Q7100254,P501,911,0142,7.1
Q6907286,P001,911,0142,0
Q6907286,P002,911,0142,0
Q6907286,P003,911,0142,0
Q7504010,P101,911,0142,2.4
Q7504010,P201,911,0142,2.2
Q7600375,P001,911,0142,6.21
Q7100254,P101,922,0145,6
Q7100254,P101,923,0145,4
Q7100254,P101,936,0145,7.8
Q7100254,P201,922,0145,7
Q7100254,P201,923,0145,16
Q7100254,P201,936,0145,6.7
Q7100254,P301,922,0145,0
Q7100254,P301,923,0145,0
Q7100254,P301,936,0145,0
Q7100254,P501,922,0145,4
Q7100254,P501,923,0145,12
Q7100254,P501,936,0145,5.8
Q6907286,P001,922,0145,0
Q6907286,P001,923,0145,0
Q6907286,P001,924,0145,0
Q6907286,P001,936,0145,0
Q6907286,P001,937,0145,0
Q6907286,P002,922,0145,0
Q6907286,P002,923,0145,0
Q6907286,P002,924,0145,0
Q6907286,P002,936,0145,0
Q6907286,P002,937,0145,0
Q6907286,P003,922,0145,0
Q6907286,P003,923,0145,0
Q6907286,P003,924,0145,0
Q6907286,P003,936,0145,0
Q6907286,P003,937,0145,0
Q7504010,P101,922,0145,6
Q7504010,P101,923,0145,89
Q7504010,P101,924,0145,2
Q7504010,P101,926,0145,11
Q7504010,P101,936,0145,9.4
Q7504010,P201,922,0145,4
Q7504010,P201,923,0145,91
Q7504010,P201,924,0145,3
Q7504010,P201,926,0145,13
Q7504010,P201,936,0145,8.2
Q7600375,P001,922,0145,20.37
Q7600375,P001,923,0145,78.57
Q7600375,P001,936,0145,9.29
Q7100254,P101,911,0148,10.5
Q7100254,P201,911,0148,5.2
Q7100254,P301,911,0148,0
Q7100254,P501,911,0148,7.1
Q6907286,P001,911,0148,0
Q6907286,P002,911,0148,0
Q6907286,P003,911,0148,0
Q7504010,P101,911,0148,2.4
Q7504010,P201,911,0148,2.1
Q7600375,P001,911,0148,5.37
Q7100254,P101,911,0154,10.5
Q7100254,P201,911,0154,5.1
Q7100254,P301,911,0154,0
Q7100254,P501,911,0154,7.1
Q6907286,P001,911,0154,0
Q6907286,P002,911,0154,0
Q6907286,P003,911,0154,0
Q7504010,P101,911,0154,2.4
Q7504010,P201,911,0154,2.1
Q7600375,P001,911,0154,5.45
Q7100254,P101,911,0200,10.4
Q7100254,P101,922,0200,6
Q7100254,P101,923,0200,7
Q7100254,P101,936,0200,7.8
Q7100254,P201,911,0200,5.1
Q7100254,P201,922,0200,7
Q7100254,P201,923,0200,10
Q7100254,P201,936,0200,6.6
Q7100254,P301,911,0200,0
Q7100254,P301,922,0200,0
Q7100254,P301,923,0200,0
Q7100254,P301,936,0200,0
Q7100254,P501,911,0200,7.1
Q7100254,P501,922,0200,5
Q7100254,P501,923,0200,14
Q7100254,P501,936,0200,5.9
Q7504010,P101,911,0200,2.4
Q7504010,P101,922,0200,4
Q7504010,P101,923,0200,70
Q7504010,P101,924,0200,28
Q7504010,P101,926,0200,8
Q7504010,P101,936,0200,9.0
Q7504010,P201,911,0200,2.1
Q7504010,P201,922,0200,4
Q7504010,P201,923,0200,76
Q7504010,P201,924,0200,41
Q7504010,P201,926,0200,11
Q7504010,P201,936,0200,7.0
Q7600375,P001,911,0200,5.28
Q7600375,P001,922,0200,20.15
Q7600375,P001,923,0200,79.41
Q7600375,P001,936,0200,9.29
Q7600375,P001,948,0200,128776
Q7600375,P001,959,0200,79.60
Q7100254,P101,948,0200,162325
Q7100254,P101,959,0200,45
Q7100254,P201,948,0200,164220
Q7100254,P201,959,0200,71
Q7100254,P301,948,0200,0
Q7100254,P301,959,0200,0
Q7100254,P501,948,0200,367146
Q7100254,P501,959,0200,50
Q6907286,P001,911,0200,0
Q6907286,P001,922,0200,0
Q6907286,P001,923,0200,0
Q6907286,P001,924,0200,0
Q6907286,P001,936,0200,0
Q6907286,P001,937,0200,0
Q6907286,P001,948,0200,0
Q6907286,P001,959,0200,0
Q6907286,P002,911,0200,0
Q6907286,P002,922,0200,0
Q6907286,P002,923,0200,0
Q6907286,P002,924,0200,0
Q6907286,P002,936,0200,0
Q6907286,P002,937,0200,0
Q6907286,P002,948,0200,0
Q6907286,P002,959,0200,0
Q6907286,P003,911,0200,0
Q6907286,P003,922,0200,0
Q6907286,P003,923,0200,0
Q6907286,P003,924,0200,0
Q6907286,P003,936,0200,0
Q6907286,P003,937,0200,0
Q6907286,P003,948,0200,0
Q6907286,P003,959,0200,0
Q7504010,P101,948,0200,96305
Q7504010,P101,959,0200,138
Q7504010,P201,948,0200,100398
Q7504010,P201,959,0200,140
Q7100254,P101,911,0206,10.4
Q7100254,P201,911,0206,5.3
Q7100254,P301,911,0206,0
Q7100254,P501,911,0206,7.1
Q6907286,P001,911,0206,0
Q6907286,P002,911,0206,0
Q6907286,P003,911,0206,0
Q7504010,P101,911,0206,2.4
Q7504010,P201,911,0206,2.1
Q7600375,P001,911,0206,6.19
Q7100254,P101,911,0212,10.4
Q7100254,P201,911,0212,5.1
Q7100254,P301,911,0212,0
Q7100254,P501,911,0212,7.1
Q6907286,P001,911,0212,0
Q6907286,P002,911,0212,0
Q6907286,P003,911,0212,0
Q7504010,P101,911,0212,2.4
Q7504010,P201,911,0212,2.1
Q7600375,P001,911,0212,5.35
Q7100254,P101,922,0215,6
Q7100254,P101,923,0215,11
Q7100254,P101,936,0215,7.9
Q7100254,P201,922,0215,8
Q7100254,P201,923,0215,13
Q7100254,P201,936,0215,6.6
Q7100254,P301,922,0215,0
Q7100254,P301,923,0215,0
Q7100254,P301,936,0215,0
Q7100254,P501,922,0215,5
Q7100254,P501,923,0215,14
Q7100254,P501,936,0215,5.8
Q6907286,P001,922,0215,0
Q6907286,P001,923,0215,0
Q6907286,P001,924,0215,0
Q6907286,P001,936,0215,0
Q6907286,P001,937,0215,0
Q6907286,P002,922,0215,0
Q6907286,P002,923,0215,0
Q6907286,P002,924,0215,0
Q6907286,P002,936,0215,0
Q6907286,P002,937,0215,0
Q6907286,P003,922,0215,0
Q6907286,P003,923,0215,0
Q6907286,P003,924,0215,0
Q6907286,P003,936,0215,0
Q6907286,P003,937,0215,0
Q7504010,P101,922,0215,9
Q7504010,P101,923,0215,78
Q7504010,P101,924,0215,1
Q7504010,P101,926,0215,13
Q7504010,P101,936,0215,8.3
Q7504010,P201,922,0215,7
Q7504010,P201,923,0215,81
Q7504010,P201,924,0215,23
Q7504010,P201,926,0215,15
Q7504010,P201,936,0215,7.9
Q7600375,P001,922,0215,22.60
Q7600375,P001,923,0215,76.93
Q7600375,P001,936,0215,9.31
Q7100254,P101,911,0218,10.4
Q7100254,P201,911,0218,5.1
Q7100254,P301,911,0218,0
Q7100254,P501,911,0218,7.1
Q6907286,P001,911,0218,0
Q6907286,P002,911,0218,0
Q6907286,P003,911,0218,0
Q7504010,P101,911,0218,2.4
Q7504010,P201,911,0218,2.1
Q7600375,P001,911,0218,5.50
Q7100254,P101,911,0224,10.4
Q7100254,P201,911,0224,5.2
Q7100254,P301,911,0224,0
Q7100254,P501,911,0224,7.1
Q6907286,P001,911,0224,0
Q6907286,P002,911,0224,0
Q6907286,P003,911,0224,0
Q7504010,P101,911,0224,2.4
Q7504010,P201,911,0224,2.1
Q7600375,P001,911,0224,5.28
Q7100254,P101,911,0230,10.4
Q7100254,P201,911,0230,5.4
Q7100254,P301,911,0230,0
Q7100254,P501,911,0230,7.0
Q7504010,P101,911,0230,2.4
Q7504010,P201,911,0230,2.1
Q7600375,P001,911,0230,6.08
Q7600375,P001,922,0230,24.52
Q7600375,P001,923,0230,77.11
Q7600375,P001,936,0230,9.38
Q7100254,P101,922,0230,7
Q7100254,P101,923,0230,10
Q7100254,P101,936,0230,7.8
Q7100254,P201,922,0230,7
Q7100254,P201,923,0230,15
Q7100254,P201,936,0230,6.7
Q7100254,P301,922,0230,0
Q7100254,P301,923,0230,0
Q7100254,P301,936,0230,0
Q7100254,P501,922,0230,5
Q7100254,P501,923,0230,13
Q7100254,P501,936,0230,5.8
Q6907286,P001,911,0230,0
Q6907286,P001,922,0230,0
Q6907286,P001,923,0230,0
Q6907286,P001,924,0230,0
Q6907286,P001,936,0230,0
Q6907286,P001,937,0230,0
Q6907286,P002,911,0230,0
Q6907286,P002,922,0230,0
Q6907286,P002,923,0230,0
Q6907286,P002,924,0230,0
Q6907286,P002,936,0230,0
Q6907286,P002,937,0230,0
Q6907286,P003,911,0230,0
Q6907286,P003,922,0230,0
Q6907286,P003,923,0230,0
Q6907286,P003,924,0230,0
Q6907286,P003,936,0230,0
Q6907286,P003,937,0230,0
Q7504010,P101,922,0230,6
Q7504010,P101,923,0230,77
Q7504010,P101,924,0230,1
Q7504010,P101,926,0230,10
Q7504010,P101,936,0230,8.8
Q7504010,P201,922,0230,4
Q7504010,P201,923,0230,85
Q7504010,P201,924,0230,8
Q7504010,P201,926,0230,14
Q7504010,P201,936,0230,7.3
Q7100254,P101,911,0236,10.5
Q7100254,P201,911,0236,5.1
Q7100254,P301,911,0236,0
Q7100254,P501,911,0236,7.1
Q6907286,P001,911,0236,0
Q6907286,P002,911,0236,0
Q6907286,P003,911,0236,0
Q7600375,P001,911,0236,5.36
Q7504010,P101,911,0236,2.4
Q7504010,P201,911,0236,2.1
Q7600375,P001,911,0242,5.36
Q7100254,P101,911,0242,12.2
Q7100254,P201,911,0242,5.1
